Date_of_Week,Year,Month,Channel,Brand,Country,Category,Partnership,NMV,Item,ASP,PV
21/1/18,2018,Jan,LLLDD,CT,MY,Groceries,RT,505.6158611,187.61367,2.694984118,2967
18/2/18,2018,Feb,LLLDD,CT,VN,Groceries,RT,39403.96323,5885.46179,6.695135342,787869
18/3/18,2018,Mar,LLLDD,CT,TH,Groceries,RT,38456.27917,14179.11982,2.712176754,260336
28/1/18,2018,Jan,LLLDD,CT,MY,Groceries,MP,1576.825128,556.2952,2.834511476,8131
4/3/18,2018,Mar,LLLDD,CT,TH,Groceries,RT,37866.45229,14331.12976,2.642251723,0
4/3/18,2018,Mar,LLLDD,CT,SG,Groceries,RT,5489.363955,1602.23594,3.426064675,12386
25/2/18,2018,Feb,LLLDD,CT,MY,Groceries,MP,1695.408294,381.2628,4.446823277,11879
4/2/18,2018,Feb,LLLDD,CT,VN,Groceries,MP,84.31252428,12,7.02604369,0
18/3/18,2018,Mar,LLLDD,CT,VN,Groceries,MP,897.5493284,132.04386,6.797357548,32912
28/1/18,2018,Jan,LLLDD,CT,TH,Groceries,RT,29173.41548,8074.3797,3.613084418,155043
25/3/18,2018,Mar,LLLDD,CT,SG,Groceries,MP,0,0,,0
18/2/18,2018,Feb,LLLDD,CT,MY,Groceries,MP,1642.834902,368.50797,4.458071563,11923
4/3/18,2018,Mar,LLLDD,CT,VN,Groceries,MP,898.0076621,132.04386,6.800828619,32732
11/2/18,2018,Feb,LLLDD,CT,VN,Groceries,RT,39522.81179,5891.80436,6.708099823,642230
31/12/17,2017,Dec,LLLDD,CT,MY,Groceries,MP,2140.859048,908.81034,2.355671974,10628
14/1/18,2018,Jan,LLLDD,CT,VN,Groceries,RT,35249.72555,5143.31188,6.853507306,522964
14/1/18,2018,Jan,LLLDD,CT,VN,Groceries,MP,1696.072276,241.35235,7.027370049,37164
14/1/18,2018,Jan,LLLDD,CT,SG,Groceries,MP,0,0,,7
29/10/17,2017,Oct,LLLDD,CT,MY,Groceries,MP,1474.466788,857.77462,1.718944293,13348
7/1/18,2018,Jan,LLLDD,CT,VN,Groceries,RT,39378.52804,5747.67553,6.8512093,573656
21/1/18,2018,Jan,LLLDD,CT,TH,Groceries,RT,28459.35597,7972.4344,3.569719679,153157
25/3/18,2018,Mar,LLLDD,CT,TH,Groceries,RT,37698.65776,13334.12973,2.827230462,250361
25/3/18,2018,Mar,LLLDD,CT,VN,Groceries,MP,890.7615226,131.06909,6.796121974,0
25/3/18,2018,Mar,LLLDD,CT,MY,Groceries,MP,1398.812541,320.12674,4.369558573,7308
4/3/18,2018,Mar,LLLDD,CT,SG,Groceries,MP,0,0,,0
14/1/18,2018,Jan,LLLDD,CT,TH,Groceries,RT,28546.48768,8050.52469,3.545916419,164293
7/1/18,2018,Jan,LLLDD,CT,VN,Groceries,MP,2208.096953,320.14693,6.897136116,38575
7/1/18,2018,Jan,LLLDD,CT,SG,Groceries,RT,4481.327675,1443.05574,3.105443228,15258
21/1/18,2018,Jan,LLLDD,CT,VN,Groceries,MP,1668.613861,237.40907,7.0284335,37176
25/3/18,2018,Mar,LLLDD,CT,MY,Groceries,RT,767.5882711,262.1083012,2.928515685,2840
25/3/18,2018,Mar,LLLDD,CT,SG,Groceries,RT,5440.038904,1599.088731,3.401961879,12804
28/1/18,2018,Jan,LLLDD,CT,SG,Groceries,RT,4909.058055,1556.28292,3.154348089,14558
31/12/17,2017,Dec,LLLDD,CT,VN,Groceries,MP,2334.227501,337.23335,6.921698288,39509
18/3/18,2018,Mar,LLLDD,CT,VN,Groceries,RT,35745.87562,5583.86081,6.401641595,611468
28/1/18,2018,Jan,LLLDD,CT,VN,Groceries,MP,1719.136467,243.91631,7.048058685,37173
4/3/18,2018,Mar,LLLDD,CT,MY,Groceries,MP,1378.917603,316.93741,4.350756837,7173
11/2/18,2018,Feb,LLLDD,CT,MY,Groceries,RT,662.0864644,230.52777,2.872046454,2758
31/12/17,2017,Dec,LLLDD,CT,TH,Groceries,RT,39925.3302,13980.93672,2.855697798,204411
31/12/17,2017,Dec,LLLDD,CT,SG,Groceries,MP,119.5248658,38,3.145391204,464
2/4/17,2017,Apr,LLLDD,CT,MY,Groceries,MP,1562.667003,1094.43608,1.427828478,16689
14/1/18,2018,Jan,LLLDD,CT,MY,Groceries,MP,1493.308367,548.47443,2.722658132,7531
29/10/17,2017,Oct,LLLDD,CT,SG,Groceries,MP,466.7337313,134,3.483087547,1255
4/2/18,2018,Feb,LLLDD,CT,SG,Groceries,MP,0,0,,0
18/2/18,2018,Feb,LLLDD,CT,MY,Groceries,RT,651.202613,226.27954,2.877867849,2634
18/2/18,2018,Feb,LLLDD,CT,TH,Groceries,RT,26076.18439,9643.32142,2.704066707,155606
18/3/18,2018,Mar,LLLDD,CT,MY,Groceries,MP,1412.241261,323.2694846,4.36861915,7149
18/3/18,2018,Mar,LLLDD,CT,SG,Groceries,MP,0,0,,0
28/1/18,2018,Jan,LLLDD,CT,VN,Groceries,RT,39434.82476,5848.06176,6.743229873,519616
25/2/18,2018,Feb,LLLDD,CT,VN,Groceries,RT,38080.03962,5653.80291,6.735296618,798825
25/2/18,2018,Feb,LLLDD,CT,VN,Groceries,MP,1161.093905,168.04386,6.909469381,34241
4/2/18,2018,Feb,LLLDD,CT,TH,Groceries,RT,19346.5059,7378.19541,2.622118937,97967
7/1/18,2018,Jan,LLLDD,CT,SG,Groceries,MP,0,0,,7
18/2/18,2018,Feb,LLLDD,CT,VN,Groceries,MP,1161.093905,168.04386,6.909469381,34220
28/1/18,2018,Jan,LLLDD,CT,SG,Groceries,MP,0,0,,7
4/3/18,2018,Mar,LLLDD,CT,MY,Groceries,RT,694.6128806,240.82996,2.884246132,0
11/2/18,2018,Feb,LLLDD,CT,TH,Groceries,RT,21059.64432,7922.6591,2.658153538,113411
11/2/18,2018,Feb,LLLDD,CT,SG,Groceries,MP,0,0,,0
25/2/18,2018,Feb,LLLDD,CT,SG,Groceries,MP,0,0,,0
14/1/18,2018,Jan,LLLDD,CT,MY,Groceries,RT,457.0552714,171.80549,2.660306556,2867
14/1/18,2018,Jan,LLLDD,CT,SG,Groceries,RT,4630.325764,1482.63033,3.123048052,14963
21/1/18,2018,Jan,LLLDD,CT,VN,Groceries,RT,35533.99206,5185.8712,6.852077633,495277
21/1/18,2018,Jan,LLLDD,CT,MY,Groceries,MP,1540.159013,554.45517,2.777788172,7821
21/1/18,2018,Jan,LLLDD,CT,SG,Groceries,RT,4714.304054,1517.89528,3.1058164,14390
18/2/18,2018,Feb,LLLDD,CT,SG,Groceries,RT,5436.23903,1670.569936,3.254122388,14207
18/3/18,2018,Mar,LLLDD,CT,SG,Groceries,RT,5451.026453,1607.391773,3.391224556,12645
28/1/18,2018,Jan,LLLDD,CT,MY,Groceries,RT,530.9084683,192.52448,2.757615387,3025
11/2/18,2018,Feb,LLLDD,CT,SG,Groceries,RT,5275.92418,1595.284698,3.30719914,14319
11/2/18,2018,Feb,LLLDD,CT,VN,Groceries,MP,1161.093905,168.04386,6.909469381,34253
25/2/18,2018,Feb,LLLDD,CT,MY,Groceries,RT,689.0606863,238.16541,2.893202192,2911
25/2/18,2018,Feb,LLLDD,CT,SG,Groceries,RT,5656.231058,1711.949086,3.30397154,28620
31/12/17,2017,Dec,LLLDD,CT,MY,Groceries,RT,483.0391838,182.72662,2.643507464,3391
4/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,RT,23035.8355,11364.04961,2.027079808,478185
25/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,RT,23188.30232,11323.55301,2.047793859,444264
18/3/18,2018,Mar,LLLDD,CS,PH,Health & Beauty,MP,1327.844465,547.95923,2.423254126,32966
14/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,MP,320.7702683,195.90781,1.637353142,42261
28/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,RT,26929.80267,13453.00804,2.001768125,598252
28/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,MP,717.984645,301.37562,2.382358085,34260
31/12/17,2017,Dec,LLLDD,CS,PH,Health & Beauty,RT,36422.73517,19163.66304,1.900614465,786046
14/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,RT,26976.18387,13655.75718,1.97544402,657698
25/3/18,2018,Mar,LLLDD,CS,PH,Health & Beauty,RT,21466.75901,10766.9232,1.993769121,445651
25/3/18,2018,Mar,LLLDD,CS,PH,Health & Beauty,MP,1376.486708,570.213852,2.413983286,33300
4/3/18,2018,Mar,LLLDD,CS,PH,Health & Beauty,MP,1296.400923,517.65566,2.504369261,32623
11/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,MP,1147.830127,435.45794,2.635915025,33871
4/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,MP,761.8326439,205.52797,3.706710303,5281
7/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,RT,29726.79952,15208.90131,1.954565876,659935
11/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,RT,22851.52846,11210.63997,2.038378587,448955
31/12/17,2017,Dec,LLLDD,CS,PH,Health & Beauty,MP,371.8666677,230.61389,1.612507676,40765
2/4/17,2017,Apr,LLLDD,CS,PH,Health & Beauty,RT,11438.80857,7117.48259,1.607142473,115730
21/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,RT,26630.73689,13486.97853,1.974551737,635363
18/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,MP,1269.370552,483.70538,2.624263868,33582
18/3/18,2018,Mar,LLLDD,CS,PH,Health & Beauty,RT,21295.07125,10765.63822,1.978059342,395680
29/10/17,2017,Oct,LLLDD,CS,PH,Health & Beauty,RT,21202.8097,11709.42393,1.810747465,662771
21/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,MP,336.021134,203.64719,1.65001606,37149
4/3/18,2018,Mar,LLLDD,CS,PH,Health & Beauty,RT,21635.10622,10658.75979,2.029795834,381831
25/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,MP,1307.755938,498.72694,2.622188283,33239
7/1/18,2018,Jan,LLLDD,CS,PH,Health & Beauty,MP,342.9760835,211.0432,1.625146337,41261
18/2/18,2018,Feb,LLLDD,CS,PH,Health & Beauty,RT,23078.87066,11290.87885,2.044027836,445522
7/1/18,2018,Jan,LLLDD,DS,ID,Groceries,MP,140.3669623,120.3694,1.166134934,1515
25/3/18,2018,Mar,LLLDD,DS,ID,Groceries,MP,146.0000524,127.8148778,1.142277448,1622
18/2/18,2018,Feb,LLLDD,DS,ID,Groceries,RT,1.352205318,1,1.352205318,0
25/2/18,2018,Feb,LLLDD,DS,ID,Groceries,MP,133.266578,112.44236,1.185199048,1604
29/10/17,2017,Oct,LLLDD,DS,ID,Groceries,RT,37.22746608,34,1.094925473,571
18/2/18,2018,Feb,LLLDD,DS,ID,Groceries,MP,128.035567,107.15694,1.194841575,1678
29/10/17,2017,Oct,LLLDD,DS,ID,Groceries,MP,67.57510102,57.8106,1.168905028,1093
28/1/18,2018,Jan,LLLDD,DS,ID,Groceries,MP,167.8175881,142.00987,1.181731862,1779
31/12/17,2017,Dec,LLLDD,DS,ID,Groceries,MP,104.7235088,90.14785,1.16168615,1700
14/1/18,2018,Jan,LLLDD,DS,ID,Groceries,RT,11.39626204,10,1.139626204,179
21/1/18,2018,Jan,LLLDD,DS,ID,Groceries,RT,11.39626204,10,1.139626204,179
4/3/18,2018,Mar,LLLDD,DS,ID,Groceries,RT,0,0,,0
11/2/18,2018,Feb,LLLDD,DS,ID,Groceries,MP,123.9003613,101.35648,1.222421707,1608
31/12/17,2017,Dec,LLLDD,DS,ID,Groceries,RT,16.64989901,15,1.109993268,349
14/1/18,2018,Jan,LLLDD,DS,ID,Groceries,MP,163.9551721,139.16662,1.178121392,1352
7/1/18,2018,Jan,LLLDD,DS,ID,Groceries,RT,11.39626204,10,1.139626204,179
25/2/18,2018,Feb,LLLDD,DS,ID,Groceries,RT,1.352205318,1,1.352205318,0
25/3/18,2018,Mar,LLLDD,DS,ID,Groceries,RT,0,0,,64
4/2/18,2018,Feb,LLLDD,DS,ID,Groceries,RT,1.352205318,1,1.352205318,0
18/3/18,2018,Mar,LLLDD,DS,ID,Groceries,RT,0,0,,0
4/2/18,2018,Feb,LLLDD,DS,ID,Groceries,MP,133.695439,109.00157,1.226545993,1566
4/3/18,2018,Mar,LLLDD,DS,ID,Groceries,MP,141.3127953,121.90257,1.159227368,1734
11/2/18,2018,Feb,LLLDD,DS,ID,Groceries,RT,1.352205318,1,1.352205318,0
21/1/18,2018,Jan,LLLDD,DS,ID,Groceries,MP,168.2465617,142.26182,1.18265436,1404
18/3/18,2018,Mar,LLLDD,DS,ID,Groceries,MP,135.066161,117.35382,1.150931098,1625
28/1/18,2018,Jan,LLLDD,DS,ID,Groceries,RT,11.37107824,10,1.137107824,179
28/1/18,2018,Jan,LLLDD,DX,PH,Groceries,RT,157.1985222,55,2.858154948,544
31/12/17,2017,Dec,LLLDD,DX,PH,Groceries,MP,2867.103096,792.6094,3.617296357,17015
18/2/18,2018,Feb,LLLDD,DX,PH,Groceries,RT,17.44192898,5,3.488385796,52
18/2/18,2018,Feb,LLLDD,DX,PH,Groceries,MP,2227.657477,601.53267,3.703302561,12392
29/10/17,2017,Oct,LLLDD,DX,PH,Groceries,RT,473.8696071,198,2.393280844,1991
25/3/18,2018,Mar,LLLDD,DX,PH,Groceries,RT,0,0,,0
4/2/18,2018,Feb,LLLDD,DX,PH,Groceries,MP,2057.887135,556.41061,3.698504483,11781
7/1/18,2018,Jan,LLLDD,DX,PH,Groceries,RT,155.3721139,55,2.824947526,544
21/1/18,2018,Jan,LLLDD,DX,PH,Groceries,MP,2144.906197,580.3158,3.69610167,11923
18/3/18,2018,Mar,LLLDD,DX,PH,Groceries,RT,0,0,,0
31/12/17,2017,Dec,LLLDD,DX,PH,Groceries,RT,343.9876333,138,2.49266401,1463
25/3/18,2018,Mar,LLLDD,DX,PH,Groceries,MP,2551.927544,693.7514773,3.678446284,13657
25/2/18,2018,Feb,LLLDD,DX,PH,Groceries,MP,2317.570634,619.80266,3.739207304,12637
28/1/18,2018,Jan,LLLDD,DX,PH,Groceries,MP,2090.617771,563.28059,3.711503304,11806
4/3/18,2018,Mar,LLLDD,DX,PH,Groceries,RT,0,0,,0
18/3/18,2018,Mar,LLLDD,DX,PH,Groceries,MP,2499.566975,679.04642,3.680995734,13453
11/2/18,2018,Feb,LLLDD,DX,PH,Groceries,MP,2079.928366,562.4503,3.697977165,11856
25/2/18,2018,Feb,LLLDD,DX,PH,Groceries,RT,17.44192898,5,3.488385796,52
14/1/18,2018,Jan,LLLDD,DX,PH,Groceries,MP,2179.777163,588.66002,3.702947522,12969
4/2/18,2018,Feb,LLLDD,DX,PH,Groceries,RT,17.44192898,5,3.488385796,52
4/3/18,2018,Mar,LLLDD,DX,PH,Groceries,MP,2343.804998,630.17077,3.719317223,13103
11/2/18,2018,Feb,LLLDD,DX,PH,Groceries,RT,17.44192898,5,3.488385796,52
14/1/18,2018,Jan,LLLDD,DX,PH,Groceries,RT,155.3721139,55,2.824947526,544
7/1/18,2018,Jan,LLLDD,DX,PH,Groceries,MP,2676.219258,729.86782,3.666717706,16719
21/1/18,2018,Jan,LLLDD,DX,PH,Groceries,RT,155.3721139,55,2.824947526,544
14/1/18,2018,Jan,LLLDD,DV,ID,Health & Beauty,RT,61070.36702,31492.75712,1.939187693,616922
14/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,RT,116232.1116,50467.47514,2.303109305,836177
4/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,MP,197.6620302,41.27665,4.788712994,1632
7/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,MP,2428.498663,1676.07061,1.448923839,20930
7/1/18,2018,Jan,LLLDD,DV,SG,Health & Beauty,RT,6107.116957,1465.72438,4.1666203,27442
21/1/18,2018,Jan,LLLDD,DV,SG,Health & Beauty,RT,6115.640173,1506.29174,4.060063539,23873
25/3/18,2018,Mar,LLLDD,DV,VN,Health & Beauty,RT,9806.023685,1885.655426,5.200326396,254172
18/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,RT,112391.1533,46849.13079,2.399001889,851136
18/2/18,2018,Feb,LLLDD,DV,VN,Health & Beauty,RT,10365.53799,1918.47657,5.403004735,257187
25/2/18,2018,Feb,LLLDD,DV,ID,Health & Beauty,RT,93797.20508,47959.33628,1.955765287,883275
25/2/18,2018,Feb,LLLDD,DV,ID,Health & Beauty,MP,62624.0023,42185.5463,1.484489542,452388
31/12/17,2017,Dec,LLLDD,DV,ID,Health & Beauty,RT,79372.20514,43421.18337,1.827960433,763628
31/12/17,2017,Dec,LLLDD,DV,MY,Health & Beauty,RT,5269.773641,1523.20516,3.459661101,33388
14/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,MP,2398.257194,1648.63319,1.454694233,19066
14/1/18,2018,Jan,LLLDD,DV,SG,Health & Beauty,RT,5949.207992,1447.83288,4.109043298,25786
29/10/17,2017,Oct,LLLDD,DV,PH,Health & Beauty,RT,60878.85156,25890.7358,2.351375876,701663
29/10/17,2017,Oct,LLLDD,DV,ID,Health & Beauty,MP,15433.60239,5299.72523,2.912151427,417003
21/1/18,2018,Jan,LLLDD,DV,ID,Health & Beauty,RT,64482.70225,33018.6798,1.952915824,641339
21/1/18,2018,Jan,LLLDD,DV,MY,Health & Beauty,MP,20647.3036,3134.05007,6.588057988,146384
25/3/18,2018,Mar,LLLDD,DV,PH,Health & Beauty,RT,118110.8769,52406.54265,2.253742966,937297
18/2/18,2018,Feb,LLLDD,DV,MY,Health & Beauty,RT,8376.243182,2246.32304,3.728868481,28492
18/2/18,2018,Feb,LLLDD,DV,MY,Health & Beauty,MP,19371.60344,2585.96819,7.491044751,150000
18/2/18,2018,Feb,LLLDD,DV,TH,Health & Beauty,MP,69679.20756,10046.62158,6.935585958,353596
18/2/18,2018,Feb,LLLDD,DV,VN,Health & Beauty,MP,1066.204493,643.18523,1.657694306,7989
18/3/18,2018,Mar,LLLDD,DV,TH,Health & Beauty,MP,72557.17587,10423.4455,6.960958916,342030
28/1/18,2018,Jan,LLLDD,DV,VN,Health & Beauty,RT,9870.533779,1808.76611,5.457053692,268226
11/2/18,2018,Feb,LLLDD,DV,TH,Health & Beauty,MP,65637.62131,9343.58299,7.02488771,341927
11/2/18,2018,Feb,LLLDD,DV,VN,Health & Beauty,MP,1056.035261,634.89995,1.663309725,7969
31/12/17,2017,Dec,LLLDD,DV,ID,Health & Beauty,MP,71607.78958,46015.87777,1.556153942,666264
29/10/17,2017,Oct,LLLDD,DV,SG,Health & Beauty,RT,2440.999833,642.25376,3.800678151,10066
29/10/17,2017,Oct,LLLDD,DV,TH,Health & Beauty,MP,42212.57693,5535.22535,7.626171341,313173
4/2/18,2018,Feb,LLLDD,DV,TH,Health & Beauty,MP,65248.52063,9303.96442,7.012980455,340064
7/1/18,2018,Jan,LLLDD,DV,VN,Health & Beauty,RT,8732.278128,1554.54308,5.617263517,260175
7/1/18,2018,Jan,LLLDD,DV,ID,Health & Beauty,MP,65562.20702,43958.73733,1.491448822,500806
7/1/18,2018,Jan,LLLDD,DV,MY,Health & Beauty,RT,4471.02059,1306.35048,3.422527613,18935
7/1/18,2018,Jan,LLLDD,DV,SG,Health & Beauty,MP,2689.635691,709.22804,3.792342574,10484
18/3/18,2018,Mar,LLLDD,DV,PH,Health & Beauty,RT,117902.6543,52545.8877,2.243803643,900597
18/3/18,2018,Mar,LLLDD,DV,ID,Health & Beauty,RT,97461.07933,51221.20528,1.902748653,919492
28/1/18,2018,Jan,LLLDD,DV,MY,Health & Beauty,RT,6794.821618,1896.00047,3.583765788,24850
4/3/18,2018,Mar,LLLDD,DV,SG,Health & Beauty,RT,6989.8594,1650.912896,4.233935914,25767
11/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,MP,3393.602175,1856.32432,1.828129998,31863
11/2/18,2018,Feb,LLLDD,DV,MY,Health & Beauty,RT,8307.704088,2226.52053,3.731249713,27491
11/2/18,2018,Feb,LLLDD,DV,ID,Health & Beauty,RT,91836.33782,47309.21766,1.941193331,829993
25/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,RT,113609.8689,47280.55756,2.402887673,873319
2/4/17,2017,Apr,LLLDD,DV,ID,Health & Beauty,RT,12061.87036,6080.53243,1.983686544,194873
14/1/18,2018,Jan,LLLDD,DV,MY,Health & Beauty,RT,5184.794141,1491.72511,3.47570347,20096
29/10/17,2017,Oct,LLLDD,DV,MY,Health & Beauty,RT,2323.270764,647.52804,3.587907582,5700
29/10/17,2017,Oct,LLLDD,DV,MY,Health & Beauty,MP,8067.21172,1827.46086,4.414437484,67104
7/1/18,2018,Jan,LLLDD,DV,MY,Health & Beauty,MP,28484.83412,4206.80818,6.771127397,189508
28/1/18,2018,Jan,LLLDD,DV,VN,Health & Beauty,MP,1127.234442,660.6535,1.706241535,8925
4/3/18,2018,Mar,LLLDD,DV,VN,Health & Beauty,MP,955.0810866,571.22677,1.671982366,7416
4/3/18,2018,Mar,LLLDD,DV,SG,Health & Beauty,MP,236.5117394,44.75242965,5.284891598,1718
11/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,RT,109429.7703,45672.15447,2.395984415,813294
25/2/18,2018,Feb,LLLDD,DV,VN,Health & Beauty,MP,1040.440796,630.91889,1.64908804,8017
31/12/17,2017,Dec,LLLDD,DV,SG,Health & Beauty,MP,4628.030803,971.5098,4.763751022,18983
2/4/17,2017,Apr,LLLDD,DV,MY,Health & Beauty,MP,3337.685993,962.50205,3.467718321,21155
2/4/17,2017,Apr,LLLDD,DV,VN,Health & Beauty,RT,6576.050603,1362.50836,4.826429544,64859
14/1/18,2018,Jan,LLLDD,DV,ID,Health & Beauty,MP,56435.31632,38612.25587,1.461590758,440200
29/10/17,2017,Oct,LLLDD,DV,VN,Health & Beauty,RT,9688.541506,1741.77142,5.562464394,163444
4/2/18,2018,Feb,LLLDD,DV,MY,Health & Beauty,MP,19384.74137,2587.86894,7.490619433,143438
4/2/18,2018,Feb,LLLDD,DV,VN,Health & Beauty,RT,9518.936796,1785.27763,5.331908402,255002
7/1/18,2018,Jan,LLLDD,DV,VN,Health & Beauty,MP,1086.609622,669.43264,1.623179924,9362
21/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,MP,2371.653427,1639.65792,1.446431843,18822
25/3/18,2018,Mar,LLLDD,DV,PH,Health & Beauty,MP,3446.618622,1927.912469,1.787746424,34509
18/3/18,2018,Mar,LLLDD,DV,VN,Health & Beauty,RT,9760.43133,1864.64376,5.234475099,254753
18/3/18,2018,Mar,LLLDD,DV,ID,Health & Beauty,MP,64083.54551,43665.54083,1.467599949,445588
18/3/18,2018,Mar,LLLDD,DV,VN,Health & Beauty,MP,980.8106563,582.40927,1.684057426,8191
4/3/18,2018,Mar,LLLDD,DV,MY,Health & Beauty,MP,17964.3137,2449.193043,7.334788798,135279
11/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,RT,6563.869472,1537.660479,4.26873784,23510
25/2/18,2018,Feb,LLLDD,DV,VN,Health & Beauty,RT,10097.62492,1842.09656,5.48159371,255485
25/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,MP,3370.451945,1851.75771,1.82013658,34879
2/4/17,2017,Apr,LLLDD,DV,PH,Health & Beauty,RT,71123.08861,38029.32691,1.870216867,612926
14/1/18,2018,Jan,LLLDD,DV,VN,Others,RT,0,0,,6
4/2/18,2018,Feb,LLLDD,DV,ID,Health & Beauty,RT,147034.5827,86007.48964,1.709555567,1153839
25/3/18,2018,Mar,LLLDD,DV,SG,Health & Beauty,RT,7875.970703,1866.223655,4.220271607,26793
18/3/18,2018,Mar,LLLDD,DV,MY,Health & Beauty,RT,8755.434929,2315.137971,3.781819935,32091
28/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,MP,3028.885598,1804.27956,1.678723001,29050
28/1/18,2018,Jan,LLLDD,DV,ID,Health & Beauty,MP,61135.98348,41406.66778,1.476476779,473536
28/1/18,2018,Jan,LLLDD,DV,SG,Health & Beauty,MP,1120.068145,274.2378,4.084295254,5552
28/1/18,2018,Jan,LLLDD,DV,SG,Health & Beauty,RT,6257.606412,1532.21494,4.084026496,24192
25/2/18,2018,Feb,LLLDD,DV,MY,Health & Beauty,RT,8900.69484,2384.49526,3.732737485,31529
25/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,MP,902.5945529,215.7696815,4.183138922,1624
31/12/17,2017,Dec,LLLDD,DV,PH,Health & Beauty,RT,145715.6779,64150.18307,2.271477195,1066197
2/4/17,2017,Apr,LLLDD,DV,MY,Health & Beauty,RT,6630.621236,2390.93035,2.773238976,52294
2/4/17,2017,Apr,LLLDD,DV,PH,Health & Beauty,MP,0,0,,3404
14/1/18,2018,Jan,LLLDD,DV,TH,Health & Beauty,MP,70258.45956,10229.33952,6.86832805,405005
29/10/17,2017,Oct,LLLDD,DV,ID,Health & Beauty,RT,22191.07496,12976.72675,1.710067214,220131
4/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,MP,1116.815093,284.5144,3.925337675,12904
4/2/18,2018,Feb,LLLDD,DV,PH,Health & Beauty,RT,109636.7032,46426.18865,2.361527112,784424
4/2/18,2018,Feb,LLLDD,DV,MY,Health & Beauty,RT,7533.459644,2030.94172,3.709343094,25141
4/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,RT,7321.597497,1754.14489,4.173884118,26683
21/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,RT,117503.1888,50739.33996,2.315820208,834749
21/1/18,2018,Jan,LLLDD,DV,TH,Health & Beauty,MP,71160.0054,10337.92366,6.883394358,405077
25/3/18,2018,Mar,LLLDD,DV,TH,Health & Beauty,MP,78992.57291,11253.29258,7.019507608,352734
25/3/18,2018,Mar,LLLDD,DV,ID,Health & Beauty,MP,63695.19321,43533.65395,1.463125362,448592
18/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,MP,828.0382047,207.471546,3.991092855,5026
18/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,RT,6658.800611,1603.101779,4.153697974,22873
28/1/18,2018,Jan,LLLDD,DV,PH,Health & Beauty,RT,121489.8306,51708.51474,2.349513059,883965
28/1/18,2018,Jan,LLLDD,DV,TH,Health & Beauty,MP,72773.31694,10529.14772,6.911605656,406916
4/3/18,2018,Mar,LLLDD,DV,PH,Health & Beauty,RT,109749.4099,45907.19235,2.390680071,829897
4/3/18,2018,Mar,LLLDD,DV,ID,Health & Beauty,MP,64395.0536,43396.08221,1.483890949,434914
11/2/18,2018,Feb,LLLDD,DV,SG,Health & Beauty,MP,1112.391373,267.534394,4.15793781,5543
31/12/17,2017,Dec,LLLDD,DV,MY,Health & Beauty,MP,31503.03017,4933.21562,6.385901732,203814
2/4/17,2017,Apr,LLLDD,DV,SG,Health & Beauty,MP,4229.827908,719.84874,5.875995431,18558
29/10/17,2017,Oct,LLLDD,DV,SG,Health & Beauty,MP,4260.480718,678.98991,6.274733475,47618
21/1/18,2018,Jan,LLLDD,DV,VN,Health & Beauty,RT,8613.757388,1529.49817,5.631753968,261170
21/1/18,2018,Jan,LLLDD,DV,ID,Health & Beauty,MP,56681.11522,38722.23794,1.463787173,437589
21/1/18,2018,Jan,LLLDD,DV,MY,Health & Beauty,RT,6303.875019,1789.23649,3.523220689,22851
4/3/18,2018,Mar,LLLDD,DV,VN,Health & Beauty,RT,9437.887815,1760.5506,5.360759194,252174
31/12/17,2017,Dec,LLLDD,DV,VN,Health & Beauty,RT,10031.3258,1778.89735,5.639069505,269297
31/12/17,2017,Dec,LLLDD,DV,VN,Health & Beauty,MP,1186.315808,737.24146,1.609127907,9848
